"requests","count","time"
6500,10000,1.909
6500,10000,1.845
6500,10000,1.95
6500,10000,1.822
6500,10000,2.21
6500,10000,3.322
6500,10000,2.08
7000,10000,2.152
7000,10000,2.633
7000,10000,2.771
7000,10000,2.752
7000,10000,3.2
7000,10000,2.667
7000,10000,2.46
7000,10000,3.41
7000,10000,2.07
7000,10000,2.651
7000,10000,2.738
7000,10000,2.195
7000,10000,1.899
7000,10000,2.121
7000,10000,1.633
7000,10000,1.746
7000,10000,1.71
7000,10000,2.625
7000,10000,1.715
7000,10000,2.172
7500,10000,2.01
7500,10000,2.065
7500,10000,2.048
7500,10000,2.282
7500,10000,2.134
7500,10000,2.139
7500,10000,2.703
7500,10000,3.128
7500,10000,1.689
7500,10000,2.23
7500,10000,2.633
7500,10000,2.123
7500,10000,1.856
7500,10000,2.106
7500,10000,2.707
7500,10000,3.509
7500,10000,2.531
7500,10000,2.135
7500,10000,2.689
7500,10000,2.574
8000,10000,3.966
8000,10000,3.681
8000,10000,2.958
8000,10000,2.998
8000,10000,1.822
8000,10000,3.665
8000,10000,2.963
8000,10000,2.218
8000,10000,3.053
8000,10000,2.462
8000,10000,3.431
8000,10000,3.713
8000,10000,2.006
8000,10000,3.042
8000,10000,1.792
8000,10000,2.223
8000,10000,2.379
8000,10000,3.974
8000,10000,3.848
8000,10000,3.416
8500,10000,3.88
8500,10000,3.569
8500,10000,2.631
8500,10000,3.348
8500,10000,2.606
8500,10000,2.8
8500,10000,3.416
8500,10000,1.686
8500,10000,1.629
8500,10000,2.975
8500,10000,1.708
8500,10000,2.327
8500,10000,1.668
8500,10000,2.934
8500,10000,2.336
8500,10000,2.127
8500,10000,2.421
8500,10000,2.049
8500,10000,2.703
8500,10000,3.455
9000,10000,1.862
9000,10000,2.37
9000,10000,2.255
9000,10000,2.259
9000,10000,2.269
9000,10000,1.88
9000,10000,1.894
9000,10000,1.944
9000,10000,2.092
9000,10000,3.175
9000,10000,2.751
9000,10000,2.319
9000,10000,1.867
9000,10000,3.072
9000,10000,3.647
9000,10000,3.701
9000,10000,3.924
9000,10000,3.726
9000,10000,2.89
9000,10000,3.442
9500,10000,3.104
9500,10000,3.217
9500,10000,3.316
9500,10000,3.051
9500,10000,3.152
9500,10000,3.939
9500,10000,3.525
9500,10000,1.784
9500,10000,2.717
9500,10000,2.952
9500,10000,2.199
9500,10000,2.946
9500,10000,2.15
9500,10000,3.441
9500,10000,3.294
9500,10000,3.573
9500,10000,2.77
9500,10000,2.903
9500,10000,3.27
9500,10000,3.627
