"requests","count","time"
8000,10000,3.036
8000,10000,3.728
8000,10000,3.627
8000,10000,3.258
8000,10000,3.436
8000,10000,3.172
8000,10000,3.24
8500,10000,3.511
8500,10000,3.439
8500,10000,1.701
8500,10000,3.532
8500,10000,3.603
8500,10000,3.71
8500,10000,3.384
8500,10000,3.226
8500,10000,3.461
8500,10000,3.498
8500,10000,3.58
8500,10000,3.225
8500,10000,3.455
8500,10000,3.55
8500,10000,3.434
8500,10000,3.527
8500,10000,3.654
8500,10000,3.404
8500,10000,3.564
8500,10000,3.519
9000,10000,2.661
9000,10000,3.405
9000,10000,3.55
9000,10000,3.824
9000,10000,4.116
9000,10000,3.422
9000,10000,2.651
9000,10000,2.735
9000,10000,3.526
9000,10000,3.052
9000,10000,3.273
9000,10000,3.175
9000,10000,3.404
9000,10000,4.242
9000,10000,3.537
9000,10000,2.926
9000,10000,3.61
9000,10000,3.49
9000,10000,2.816
9000,10000,2.751
9500,10000,1.441
9500,10000,3.466
9500,10000,0.53
9500,10000,3.355
9500,10000,1.637
9500,10000,3.454
9500,10000,3.455
9500,10000,3.339
9500,10000,3.4
9500,10000,3.419
9500,10000,3.317
9500,10000,3.368
9500,10000,3.414
9500,10000,3.416
9500,10000,3.017
9500,10000,3.376
9500,10000,3.465
9500,10000,3.021
9500,10000,3.428
