#	aes-256-gcm	aes-256-cbc	chacha20-poly1305
16	261850.92100000003	448701.9764999999	186406.71949999998
64	842012.9799999999	1491179.9099999997	396461.06200000003
256	1767747.026	2363720.6015	929124.7390000001
1024	2406091.196	2628183.5174999996	1644169.4205000002
8192	2683680.904	2714716.9789999994	1819486.6175000002
16384	2708835.5325	2726252.2705	1833320.1744999997
