#	aes-256-gcm	aes-256-cbc	chacha20-poly1305
16	197913.03150000004	293591.8775	147210.0945
64	435713.559	779471.5924999999	281572.1285
256	627674.3899999999	1201921.6975000002	494922.3979999999
1024	713467.34	1418444.8165	529190.405
8192	735356.5175000001	1492301.0050000001	535338.5975000001
16384	738750.1904999998	1497293.6205	536398.7795
