#	aes-256-gcm	aes-256-cbc	chacha20-poly1305
16	307728.0865	469797.0175000001	196200.7375
64	820477.1224999998	641849.5654999999	396665.4489999999
256	1500576.0809999998	655071.333	916353.2339999998
1024	2235781.665	656752.0590000001	1655199.8290000001
8192	2656568.661	658780.4325	1819256.4219999998
16384	2695350.682	661393.9545	1833243.9884999997
