#         SmartNIC(TLS1.2)  SmartNIC(TLS1.3)   Server      
"1KB"     442.89            437.63             1383.18     
"10KB"    420.37            422.68             1574.03     
"100KB"   304.25            305.11             270.35      
"1MB"     96.09             95.51              183.1       
"10MB"    11.91             11.84              37.46       
